,Unnamed: 0,ID,ProdID,Rating,ReviewCount,Category,Brand,Name,ImageURL,Description,Tags
2630,2630,7741039,-9223372036854775808,0.0,278,"personal, care, bath, body, body, wash, shower, gel","love, beauty, planet",($11 Value) Love Beauty and Planet Coconut Water Mimosa & Lavender Argan Oil Hand Cream Holiday Gift Set 2 Ct,"https://i5.walmartimages.com/asr/0348d82d-2a13-4092-846d-fafaf8663293.c49e7b4158a671cf43e38b1de5d5a953.jpeg | https://i5.walmartimages.com/asr/a8888f60-fb79-45d2-810a-9684babe9791.990f704b0c047fd225fb1598df5bfc15.jpeg | https://i5.walmartimages.com/asr/1cdec1fc-045e-4e87-94ea-191147300c85.03af6453246961afc6d4239edde6306f.jpeg | https://i5.walmartimages.com/asr/dd61401a-e229-44dd-9a12-1303c3f7e83f.d78deb63c8399307ac55eb7f51a8f236.jpeg | https://i5.walmartimages.com/asr/6de167d7-dfbb-4662-9da4-15cd7542a95b.fbd0cf6d295b6ab8aa27fe88f39adaf1.jpeg","love, beauty, planet, committed, acts, love, planet, little, beautiful, day, goal, carbon, footprint, small, like, nt, started, journey, loading, beauty, products, goodness, bottles, 100, percent, recycled, materials, recyclable, caps, pumps, nt, recycled, plastics, working, hand, lotion, hand, cream, tubes, 65, percent, recycled, plastic, continuing, work, 100, percent, skin, hand, care, products, loaded, signature, natural, ingredient, ethically, sourced, fragrances, skin, fresh, boost, coconut, water, argan, oil, lavender, soothe, serene, hand, lotions, coconut, water, mimosa, flower, hand, lotion, plant, based, moisturizers, parabens, silicones, dyes, leaving, planet, little, beautiful, delicate, mimosa, flower, scent, ethically, sourced, region, khemisset, morocco, light, hand, lotion, refreshing, moisture, splash, body, feels, hydrated, refreshed, calm, mind, soothe, skin, soothe, serene, body, lotion, argan, oil, lavender, hand, lotion, ultimate, paraben, free, hand, care, plant, based, moisturizers, silicones, dyes, leaving, planet, little, beautiful, use, know, massage, liberally, skin, love, beauty, planet, hand, lotion, vegan, certified, cruelty, free, parabens, sulfate, free, gift, set, coconut, water, mimosa, lavender, argan, oil, 2, count, love, beauty, planet, 2, pack, gift, set, love, beauty, planet, coconut, water, mimosa, flower, argan, oil, lavender, soothe, serene, hand, lotion, coconut, water, mimosa, flower, luscious, hydration, hand, lotion, gives, dry, skin, fresh, boost, love, beauty, planet, vegan, hand, lotions, provide, 24, hours, moisturization, dry, hands, plant, based, moisturizers, argan, oil, lavender, soothe, serene, hand, lotion, soothes, dry, skin, ethically, sourced, fragrances, plant, based, moisturizers, infused, natural, argan, oil, hand, lotion, create, sensation, inner, calm, cloud, heirloom, french, lavender, hand, lotion, gift, set, perfect, gift, occasion, christmas, gift, anniversary, gift, birthday, gift, loved","personal, care, bath, body, body, wash, shower, gel, love, beauty, planet, love, beauty, planet, committed, acts, love, planet, little, beautiful, day, goal, carbon, footprint, small, like, nt, started, journey, loading, beauty, products, goodness, bottles, 100, percent, recycled, materials, recyclable, caps, pumps, nt, recycled, plastics, working, hand, lotion, hand, cream, tubes, 65, percent, recycled, plastic, continuing, work, 100, percent, skin, hand, care, products, loaded, signature, natural, ingredient, ethically, sourced, fragrances, skin, fresh, boost, coconut, water, argan, oil, lavender, soothe, serene, hand, lotions, coconut, water, mimosa, flower, hand, lotion, plant, based, moisturizers, parabens, silicones, dyes, leaving, planet, little, beautiful, delicate, mimosa, flower, scent, ethically, sourced, region, khemisset, morocco, light, hand, lotion, refreshing, moisture, splash, body, feels, hydrated, refreshed, calm, mind, soothe, skin, soothe, serene, body, lotion, argan, oil, lavender, hand, lotion, ultimate, paraben, free, hand, care, plant, based, moisturizers, silicones, dyes, leaving, planet, little, beautiful, use, know, massage, liberally, skin, love, beauty, planet, hand, lotion, vegan, certified, cruelty, free, parabens, sulfate, free, gift, set, coconut, water, mimosa, lavender, argan, oil, 2, count, love, beauty, planet, 2, pack, gift, set, love, beauty, planet, coconut, water, mimosa, flower, argan, oil, lavender, soothe, serene, hand, lotion, coconut, water, mimosa, flower, luscious, hydration, hand, lotion, gives, dry, skin, fresh, boost, love, beauty, planet, vegan, hand, lotions, provide, 24, hours, moisturization, dry, hands, plant, based, moisturizers, argan, oil, lavender, soothe, serene, hand, lotion, soothes, dry, skin, ethically, sourced, fragrances, plant, based, moisturizers, infused, natural, argan, oil, hand, lotion, create, sensation, inner, calm, cloud, heirloom, french, lavender, hand, lotion, gift, set, perfect, gift, occasion, christmas, gift, anniversary, gift, birthday, gift, loved"
2631,2631,3428,3,0.0,0,"beauty, nail, care, nail, polish, nail, lacquer",milani,"Milani Milani Nail Lacquer, 0.45 oz",https://i5.walmartimages.com/asr/832f0e3f-087b-43db-924c-8df272cc2db2_1.dd6ba989147220a88823cc774189a256.jpeg,"nail, lacquer, splendid, strawberry, 03, fl, oz, ml, bold, bright, cream, nail, lacquer, flat, brush, fast, flawless, application, dbp, toluene, formaldehyde, free, usa, flammable, away, heat, flame, fl, oz, ml, los, angeles, 90058milani, gold, label, specialty, nail, lacquer, bold, bright, cream, nail, lacquer, flat, brush, fast, flawless, application, dbp, toluene, formaldehyde, free","beauty, nail, care, nail, polish, nail, lacquer, milani, nail, lacquer, splendid, strawberry, 03, fl, oz, ml, bold, bright, cream, nail, lacquer, flat, brush, fast, flawless, application, dbp, toluene, formaldehyde, free, usa, flammable, away, heat, flame, fl, oz, ml, los, angeles, 90058milani, gold, label, specialty, nail, lacquer, bold, bright, cream, nail, lacquer, flat, brush, fast, flawless, application, dbp, toluene, formaldehyde, free"
2634,2634,365,8,4.5,15,"beauty, makeup, face, makeup, concealer, stick, concealer","black, opal","BLK/OPL Flawless Perfecting Concealer, Vitamins A, C, & E, Beautiful Bronze","https://i5.walmartimages.com/asr/190c3e60-aba4-44e0-a379-634a0e521cb2.48a330fb3c11604636cf62e3f89eb918.jpeg | https://i5.walmartimages.com/asr/d9d652f4-973f-4fb0-85f0-b23926514ba0_1.9ea01dcc355ff6d3e505151b4ed6b594.jpeg | https://i5.walmartimages.com/asr/b2a1d8dc-af99-43d8-ba14-8bc34f5de579_1.80f2749457cbe0603baed99fb5bd3dc0.jpeg","hide, dark, spots, mask, imperfections, quick, swipe, lightweight, creamy, concealer, stick, enriched, vitamin, c, e, nourish, skin, coverage, crème, concealer, offers, true, tone, shade, matching, seamless, coverage, velvet, matte, finish, skin, types, paraben, free, vitamin, c, e, coverage, true, tone, shade, matchblack, opal, flawless, concealer, beautiful, bronze, coverage, creme, concealer, vitamins, c, e, covers, dark, spots, conceals, eye, cirlces, hides, imperfections","beauty, makeup, face, makeup, concealer, stick, concealer, black, opal, hide, dark, spots, mask, imperfections, quick, swipe, lightweight, creamy, concealer, stick, enriched, vitamin, c, e, nourish, skin, coverage, crème, concealer, offers, true, tone, shade, matching, seamless, coverage, velvet, matte, finish, skin, types, paraben, free, vitamin, c, e, coverage, true, tone, shade, matchblack, opal, flawless, concealer, beautiful, bronze, coverage, creme, concealer, vitamins, c, e, covers, dark, spots, conceals, eye, cirlces, hides, imperfections"
2636,2636,4756,91827508,0.0,1,"personal, care, feminine, care, carefree",carefree,3 Packs Carefree Acti-Fresh Body Shape Regular Unscented Pantiliners 54 Ct Each,https://i5.walmartimages.com/asr/ee0495ad-a217-4491-82cb-00c47ae7f6fb_1.731a5089211fd09d723bd7d050a3547e.jpeg,"carefree, acti, fresh, ultra, thin, panty, liners, regular, fresh, scent, 54, count3, packs, carefree, acti, fresh, body, shape, regular, unscented, pantiliners, 54, ct","personal, care, feminine, care, carefree, carefree, carefree, acti, fresh, ultra, thin, panty, liners, regular, fresh, scent, 54, count3, packs, carefree, acti, fresh, body, shape, regular, unscented, pantiliners, 54, ct"
2638,2638,9565,72,0.0,131,"beauty, hair, care, dry, shampoo, dry, shampoo",mother,"Not Your Mothers Beach Babe Refreshing Dry Shampoo Spray, 7oz","https://i5.walmartimages.com/asr/545b01fe-9bd3-437c-8e8b-e7e3acca9a32.36fc180e8a4518ed2216df2b8d3c08e1.jpeg | https://i5.walmartimages.com/asr/892869e7-a093-4c8d-92e1-bb5d1ac383fe.553ecd25142e837b9f7a164840441128.jpeg | https://i5.walmartimages.com/asr/b224f821-f58d-4753-89bb-b27374762f89.17e53024cfa5103be6082583da626ad2.jpeg | https://i5.walmartimages.com/asr/fc3cf1cc-9bcf-4a0f-a3a0-6e7892395506.8a7f5d97f5aed7b82b83d2302be9e091.jpeg | https://i5.walmartimages.com/asr/d705bb2e-c6dc-4e30-8b54-905ff0c07522.69ad47ee17f1a6d1fbf14bc1a7366aae.jpeg | https://i5.walmartimages.com/asr/3661551c-c541-4291-a342-bbd85c7f53a8.37f8be94301cfe16e02b1966b8b714cd.jpeg | https://i5.walmartimages.com/asr/121cf2e0-5c12-420c-8ef1-9f10672b7201.33c25ddd4b857db45becba60914eb554.jpeg | https://i5.walmartimages.com/asr/ad31a28c-a476-4414-a7c9-dcc647f16755.32afcf90b8b766cde3e2ff6acb245b54.jpeg | https://i5.walmartimages.com/asr/7025a7d2-4b3e-40e8-a4ed-3b8b7a161802.6705ffe78dd3682540cc9a2d2c6c1700.jpeg | https://i5.walmartimages.com/asr/c82f4ff1-1a22-4669-9d7e-d0f9f4266add.018c17bc45e51cd96f39e189a24c3fa6.jpeg","beach, hair, hello, clean, hair, mothers, beach, babe, refreshing, dry, shampoo, spray, refreshes, oily, hair, instantly, absorbing, excess, oil, care, free, tousled, look, hair, left, feeling, fresh, clean, vacation, worthy, toasted, coconut, fragrance, holiday, stuck, middle, winter, spray, comb, water, required, white, residue, time, wasted, hair, types, absorbs, excess, oil, leaving, hair, fresh, care, free, white, residue, toasted, coconut, fragrance, vegan, friendly, gluten, free, sulfate, free, paraben, free, phthalate, free, safe, color, treated, hair, cruelty, free, tested, animals","beauty, hair, care, dry, shampoo, dry, shampoo, mother, beach, hair, hello, clean, hair, mothers, beach, babe, refreshing, dry, shampoo, spray, refreshes, oily, hair, instantly, absorbing, excess, oil, care, free, tousled, look, hair, left, feeling, fresh, clean, vacation, worthy, toasted, coconut, fragrance, holiday, stuck, middle, winter, spray, comb, water, required, white, residue, time, wasted, hair, types, absorbs, excess, oil, leaving, hair, fresh, care, free, white, residue, toasted, coconut, fragrance, vegan, friendly, gluten, free, sulfate, free, paraben, free, phthalate, free, safe, color, treated, hair, cruelty, free, tested, animals"
2641,2641,21867,5,3.3,3,"health, aromatherapy, essential, oils, essential, oils",greenhealth,Lemon Essential Oil - 4 fl oz (118 ml) Glass Bottle w/ Cap & Additional Glass Dropper - 100% Pure Essential Oil by GreenHealth,"https://i5.walmartimages.com/asr/4189986b-cbc3-4282-b97a-8378f66261d3_1.462cd3bc32cbb730f4018ff2c8b785c4.jpeg | https://i5.walmartimages.com/asr/31e917ca-1d1f-4b8a-82cf-b396376250cd_1.17b8b47b55bad6dc0857c4b253256a71.jpeg","lemons, come, small, tree, grows, 16, 17, feet, high, produces, blossoms, fruit, year, leaves, egg, shaped, smooth, deep, green, slightly, scalloped, edge, 675, lemons, including, peels, needed, yield, 1, pound, oil, depending, time, harvest, disclaimer, note, international, federation, aromatherapists, recommend, essential, oils, carrier, oils, hydrosols, taken, internally, supervision, medical, doctor, qualified, clinical, aromatherapy, safety, use, pregnant, possible, irritant, sensitive, note, international, federation, aromatherapists, recommend, essential, oils, carrier, oils, hydrosols, taken, internally, supervision, medical, doctor, qualified, clinical, aromatherapy, lemon, essential, oil, greenhealth, 100, pure, natural, undiluted, botanical, citrus, limonum, syn, citrus, medica, plant, peel, extraction, method, cold, pressed, mixes, bergamot, eucalyptus, lime, orange, properties, color, pale, yellow, consistency, thin, note, strength, aroma, strong, aromatic, scent, fresh, lemon, concentrated, rich, smelling","health, aromatherapy, essential, oils, essential, oils, greenhealth, lemons, come, small, tree, grows, 16, 17, feet, high, produces, blossoms, fruit, year, leaves, egg, shaped, smooth, deep, green, slightly, scalloped, edge, 675, lemons, including, peels, needed, yield, 1, pound, oil, depending, time, harvest, disclaimer, note, international, federation, aromatherapists, recommend, essential, oils, carrier, oils, hydrosols, taken, internally, supervision, medical, doctor, qualified, clinical, aromatherapy, safety, use, pregnant, possible, irritant, sensitive, note, international, federation, aromatherapists, recommend, essential, oils, carrier, oils, hydrosols, taken, internally, supervision, medical, doctor, qualified, clinical, aromatherapy, lemon, essential, oil, greenhealth, 100, pure, natural, undiluted, botanical, citrus, limonum, syn, citrus, medica, plant, peel, extraction, method, cold, pressed, mixes, bergamot, eucalyptus, lime, orange, properties, color, pale, yellow, consistency, thin, note, strength, aroma, strong, aromatic, scent, fresh, lemon, concentrated, rich, smelling"
2642,2642,375,6,0.0,0,"personal, care, oral, care, toothbrushes, electric, toothbrushes, oral, b, electric, toothbrushes","oral, b",Oral-Precision 4000 Sensitive Professional Healthy Clean Rechargeable Toothbrush,"https://i5.walmartimages.com/asr/3814a1bb-4f5b-4cdc-9c52-f025af08032a_1.c2901244d66da95cfdf1b75dcc289fd1.jpeg | https://i5.walmartimages.com/asr/7c1659c5-5302-4652-b7fa-0143055dd73b_1.8578fff2ef3be9434c67b6b4883b92b8.jpeg","oral, precision, 4000, professional, healthy, clean, rechargeable, toothbrush, unique, prowhite, brush, head, provides, whitening, superior, cleaning, 4, cleaning, modes, advanced, polishing, remove, tough, surface, stains, prowhite, refill, brush, head, indicator, bristles, fade, half, way, indicate, replace, brush, head, better, cleaning, 4, cleaning, modes, handle, display, charge, level, display, portable, charging, station, advanced, polishing, remove, tough, surface, stains, oral, b, indicator, bristles, remind, replace, brush, head, 3, months, pulsates, break, plaque, reaches, deep, loosen, plaque, oscillates, rotates, sweep, plaque, away, 4, customized, brushing, modes, daily, clean, sensitive, whitening, deep, clean, visual, pressure, indicator, waterproof, ergonomic, handle, professional, timer, signals, 30, seconds, complete, cleaning, 4, quadrants, mouth, innovative, base, station, charge, indication, light, massage, mode, included, free, 1, handle, 1, charger, 1, prowhite, refill, brush, head, 1, refill, stand, 1, travel, case, oral, precision, 4000, sensitive, professional, healthy, clean, rechargeable, toothbrush","personal, care, oral, care, toothbrushes, electric, toothbrushes, oral, b, electric, toothbrushes, oral, b, oral, precision, 4000, professional, healthy, clean, rechargeable, toothbrush, unique, prowhite, brush, head, provides, whitening, superior, cleaning, 4, cleaning, modes, advanced, polishing, remove, tough, surface, stains, prowhite, refill, brush, head, indicator, bristles, fade, half, way, indicate, replace, brush, head, better, cleaning, 4, cleaning, modes, handle, display, charge, level, display, portable, charging, station, advanced, polishing, remove, tough, surface, stains, oral, b, indicator, bristles, remind, replace, brush, head, 3, months, pulsates, break, plaque, reaches, deep, loosen, plaque, oscillates, rotates, sweep, plaque, away, 4, customized, brushing, modes, daily, clean, sensitive, whitening, deep, clean, visual, pressure, indicator, waterproof, ergonomic, handle, professional, timer, signals, 30, seconds, complete, cleaning, 4, quadrants, mouth, innovative, base, station, charge, indication, light, massage, mode, included, free, 1, handle, 1, charger, 1, prowhite, refill, brush, head, 1, refill, stand, 1, travel, case, oral, precision, 4000, sensitive, professional, healthy, clean, rechargeable, toothbrush"
2645,2645,8996,6,0.0,88,"household, essentials, cleaning, supplies, surface, care, protection",shark,Shark VACMOP Multi-Surface Cleaner Refill 2L bottle,"https://i5.walmartimages.com/asr/de891a55-7a0c-415d-b368-364f75117f98.b156e307975063c49a061caafe33aac4.jpeg | https://i5.walmartimages.com/asr/2189a534-b75a-4bda-a13e-7a388ef30f2e_4.7135397c1d59c6b921f42182a4f3d054.jpeg | https://i5.walmartimages.com/asr/db98a361-899a-4195-8281-d15c1b4c6a96_3.0316d1aef34c4bff621e19bd62d311ec.jpeg | https://i5.walmartimages.com/asr/2baef106-d0df-4730-a191-e2fe845842bb_4.4583689d284f3301105d364f0b059e37.jpeg | https://i5.walmartimages.com/asr/e63225df-b366-412f-968f-af7250911fd7_4.f20e44b6dbbaf60fb508f725fc6e1e9f.jpeg","shark, vacmop, multi, surface, hard, floor, cleaner, formulated, deliver, complete, clean, shark, vacmop, breaks, stuck, residue, shiny, floors, fast, drying, streak, free, designed, sealed, floors, available, spring, clean, scent, quickly, breaks, stuck, stains, use, sealed, floors, stone, hardwood, vinyl, laminate, tile, marble, linoleum, fast, drying, streak, free, designed, work, shark, vacmop, cordless, vacuum, mop, comes, spring, clean, scent, vacmop, multi, surface, cleaner, achieved, greenguard, gold, certification, low, chemical, emissions","household, essentials, cleaning, supplies, surface, care, protection, shark, shark, vacmop, multi, surface, hard, floor, cleaner, formulated, deliver, complete, clean, shark, vacmop, breaks, stuck, residue, shiny, floors, fast, drying, streak, free, designed, sealed, floors, available, spring, clean, scent, quickly, breaks, stuck, stains, use, sealed, floors, stone, hardwood, vinyl, laminate, tile, marble, linoleum, fast, drying, streak, free, designed, work, shark, vacmop, cordless, vacuum, mop, comes, spring, clean, scent, vacmop, multi, surface, cleaner, achieved, greenguard, gold, certification, low, chemical, emissions"
2658,2658,612,3591877,0.0,0,"beauty, hair, care, hair, color, temporary, hair, color",roux,"Roux Temporary Haircolor Touch-Up Stick Medium Brown, 1 ea (Pack of 3)",https://i5.walmartimages.com/asr/aceb8aae-036e-430b-b90e-da759434b74b_1.a0c25ba2f53c77c9e5e85658418a4b35.jpeg,"free, shipping, pack, 3, pack, 3, upc, 075724343061, especially, effective, blending, away, gray, easy, use, applies, like, lipstick, 8, natural, looking, shades, compatible, haircolor, blends, gray, shampoos, roux, tween, time, temporary, haircolor, touch, stick, great, way, instantly, color, regrowth, regular, color, applications","beauty, hair, care, hair, color, temporary, hair, color, roux, free, shipping, pack, 3, pack, 3, upc, 075724343061, especially, effective, blending, away, gray, easy, use, applies, like, lipstick, 8, natural, looking, shades, compatible, haircolor, blends, gray, shampoos, roux, tween, time, temporary, haircolor, touch, stick, great, way, instantly, color, regrowth, regular, color, applications"
2660,2660,8481,0,4.5,22,"personal, care, bath, body, body, wash, shower, gel",sheamoisture,SheaMoisture African Black Soap Eczema & Psoriasis Therapy Body Wash 12 oz,"https://i5.walmartimages.com/asr/9a1e2e71-7598-4d9a-ab54-1eeadda5e08c_1.a85a32a7228f6eb51c74d481c154baaf.jpeg | https://i5.walmartimages.com/asr/d84ba792-54ad-43fe-9cc3-bbbe05794290_1.ab5aba806abb67f34ae29504b1e7f3b8.jpeg","sheamoistures, african, black, soap, eczema, psoriasis, therapy, body, wash, natural, homeopathic, remedy, containing, active, ingredients, help, calm, clear, symptoms, eczema, psoriasis, delivering, gentle, cleansing, experience, naturally, soothing, certified, organic, shea, butter, african, black, soap, natural, ingredients, known, moisturize, comfort, skin","personal, care, bath, body, body, wash, shower, gel, sheamoisture, sheamoistures, african, black, soap, eczema, psoriasis, therapy, body, wash, natural, homeopathic, remedy, containing, active, ingredients, help, calm, clear, symptoms, eczema, psoriasis, delivering, gentle, cleansing, experience, naturally, soothing, certified, organic, shea, butter, african, black, soap, natural, ingredients, known, moisturize, comfort, skin"
2661,2661,945,1,3.0,2,"health, aromatherapy, aromatherapy","de, la, cruz",De La Cruz Tea Tree Oil 1 oz - (Pack of 4),https://i5.walmartimages.com/asr/a5ac01cf-8713-4d6c-a2ec-4808906b7640_1.3767992107bf1ffc7e9d404240237071.jpeg,"pack, 4, upc, 024286152512, potent, natural, antiseptic, cleanser, native, australia, tea, tree, natural, remedies, thousands, years, aborigines, bark, leaves, tea, tree, variety, natural, remedies, world, war, ii, australian, soldiers, carried, tea, tree, oil, essential, aid, kits, use, drops, cotton, pad, soothe, promote, healing, insect, bites, minor, skin, wounds, irriations, sunburn, bee, stings, important, dilute, use, sensitive, skin, tea, tree, oil, 100, pure, comes, australia, directions, apply, drops, needed, appropriate, skin, areas, dilute, use, sensitive, skin, acne, tips, tricks, acne, thousands, years, helps, acne, dry, faster, use, acne, dilute, water, nt, irritate, skin, best, results, apply, washed, face, sulfur, soap, rattlesnake, soap, add, oil, effective, treatment, athletes, foot, dilute, apply, twice, day, dilute, water, effective, vaginitis, size, 1, oz, 100, tea, tree, oil, effective, athlete, foot, 1, oz, size, best, healer, anticeptic, insect, bites, 4, pack, de, la, cruz, tea, tree, oil, 1, oz","health, aromatherapy, aromatherapy, de, la, cruz, pack, 4, upc, 024286152512, potent, natural, antiseptic, cleanser, native, australia, tea, tree, natural, remedies, thousands, years, aborigines, bark, leaves, tea, tree, variety, natural, remedies, world, war, ii, australian, soldiers, carried, tea, tree, oil, essential, aid, kits, use, drops, cotton, pad, soothe, promote, healing, insect, bites, minor, skin, wounds, irriations, sunburn, bee, stings, important, dilute, use, sensitive, skin, tea, tree, oil, 100, pure, comes, australia, directions, apply, drops, needed, appropriate, skin, areas, dilute, use, sensitive, skin, acne, tips, tricks, acne, thousands, years, helps, acne, dry, faster, use, acne, dilute, water, nt, irritate, skin, best, results, apply, washed, face, sulfur, soap, rattlesnake, soap, add, oil, effective, treatment, athletes, foot, dilute, apply, twice, day, dilute, water, effective, vaginitis, size, 1, oz, 100, tea, tree, oil, effective, athlete, foot, 1, oz, size, best, healer, anticeptic, insect, bites, 4, pack, de, la, cruz, tea, tree, oil, 1, oz"
2662,2662,174874,22,5.0,2,"auto, tires, auto, detailing, car, care, car, air, fresheners",febreze,Air Freshener Febreze,https://i5.walmartimages.com/asr/61f581e6-c5dd-47f4-af19-3a75cdbdbb29_1.b4be619614f50ae644ccd61c3ae4ff35.jpeg,"febreze, car, air, freshener, gently, cleans, away, odors, car, heavy, perfumes, simply, attach, car, vent, select, level, intensity, control, freshness, released, nature, inspired, deodorizer, formulated, heavy, perfumes, pure, light, freshness, fresh, febreze, car, air, freshener, cleans, away, odors, slowly, releases, light, fresh, scent, 30, days, febreze, car, air, freshener, gentle, odor, removal, solution, light, scent, ve, searching, low, ambient, freshener, febreze","auto, tires, auto, detailing, car, care, car, air, fresheners, febreze, febreze, car, air, freshener, gently, cleans, away, odors, car, heavy, perfumes, simply, attach, car, vent, select, level, intensity, control, freshness, released, nature, inspired, deodorizer, formulated, heavy, perfumes, pure, light, freshness, fresh, febreze, car, air, freshener, cleans, away, odors, slowly, releases, light, fresh, scent, 30, days, febreze, car, air, freshener, gentle, odor, removal, solution, light, scent, ve, searching, low, ambient, freshener, febreze"
2668,2668,18211,394,0.0,0,"personal, care, incontinence, tena, tena, underwear",tena,"Adult Absorbent Underwear TENA Plus Pull On Disposable Heavy Absorbency Medium 34 - 44, Pack of 18 6 Pack",https://i5.walmartimages.com/asr/c776ac78-de22-4f4d-b5e9-945d55f07e98_1.b2ec9dd469b3edc02fc983d5bd6e06a8.jpeg,"patented, body, close, fit, technology, uses, elastic, threads, greater, discretion, worry, free, securityeffective, leakage, protectionsoft, cloth, like, material, feels, comfortable, underwearleg, cuffs, ensure, comfortable, body, close, fitgentle, waist, elastic, pull, like, regular, underweartear, away, sides, easy, convenient, removal","personal, care, incontinence, tena, tena, underwear, tena, patented, body, close, fit, technology, uses, elastic, threads, greater, discretion, worry, free, securityeffective, leakage, protectionsoft, cloth, like, material, feels, comfortable, underwearleg, cuffs, ensure, comfortable, body, close, fitgentle, waist, elastic, pull, like, regular, underweartear, away, sides, easy, convenient, removal"
2672,2672,6921,168,0.0,0,"beauty, nail, care, nail, art, sally, hansen, nail, art","sally, hansen","Sally Hansen Design 3D Nail Sticker, Floral - Brand New","https://i5.walmartimages.com/asr/8d20adcd-e314-49e7-8745-b1087a8eaa87.50149c26dcb945cef722b41651e24990.jpeg | https://i5.walmartimages.com/asr/cea0d3a7-25c0-419d-b668-e5bce7ce1c29.3690af240d3b26e4adfe144cb254b13d.jpeg | https://i5.walmartimages.com/asr/e6fa807a-1f8a-4b63-837e-c16c84524350.891ba78fe23cf6bc233d7b89ea471d3d.jpeg","shipping, cost, free, shipping, abillionz, condition, brand, new, description, sally, hansen, americas, 1, selling, brand, nail, color, care, provides, innovative, solutions, nail, care, problem, fashionable, colors, manicure, pedicure, need, sally, hansen, offers, trend, nail, color, nail, art, essentials, efficacious, care, products, healthy, nails, effective, easy, use, beauty, tools, widest, range, flattering, leg, makeup, hair, removal, solutions, sally, hansen, partnership, madeline, poole, brands, global, nail, color, ambassador, helps, create, look, feels, professional, easily, achieved, home, features, nails, 3d, touch, sally, hansen, nail, appliques, color, level, original, price, brand, sally, hansen, model, upc, 074170455687, sally, hansen, design, 3d, nail, sticker, floral, brand, new","beauty, nail, care, nail, art, sally, hansen, nail, art, sally, hansen, shipping, cost, free, shipping, abillionz, condition, brand, new, description, sally, hansen, americas, 1, selling, brand, nail, color, care, provides, innovative, solutions, nail, care, problem, fashionable, colors, manicure, pedicure, need, sally, hansen, offers, trend, nail, color, nail, art, essentials, efficacious, care, products, healthy, nails, effective, easy, use, beauty, tools, widest, range, flattering, leg, makeup, hair, removal, solutions, sally, hansen, partnership, madeline, poole, brands, global, nail, color, ambassador, helps, create, look, feels, professional, easily, achieved, home, features, nails, 3d, touch, sally, hansen, nail, appliques, color, level, original, price, brand, sally, hansen, model, upc, 074170455687, sally, hansen, design, 3d, nail, sticker, floral, brand, new"
2675,2675,995610,147,0.0,3,"beauty, makeup, face, makeup, blush, powder, blush",shany,SHANY Paraben Free Powder Blush - PRINCESS,"https://i5.walmartimages.com/asr/c3150890-5e6c-4eb8-958c-d6ec2549fe85_1.7b0125c16bdb9cb955e473bed82a9a5a.jpeg | https://i5.walmartimages.com/asr/574208d2-88d6-45e9-8ac4-f75121aee412_1.5e3f30f30b68e273f3de5a1b901168a7.jpeg","natural, beauty, 1940s, glam, boho, chic, punk, rock, princess, decide, today, shany, powder, blush, help, powder, blush, comes, range, beautiful, colors, skin, tones, moods, shades, touch, glow, create, beautifully, glamorous, professional, contoured, looks, applied, shany, angled, kabuki, brush, long, lasting, blush, glide, smoothly, feel, like, high, quality, formulation, paraben, free, powder, blush, princess, shany, silky, textured, blushes, creates, natural, glow, instant, pop, color, simple, sweep, cheeks, long, lasting, hd, paraben, free, powder, formula, great, travel, makeup, designed, manufactured, tested, animals, hd, powder, blush, great, skin, types, tones, pick, color, right, cheeks, 29, colors","beauty, makeup, face, makeup, blush, powder, blush, shany, natural, beauty, 1940s, glam, boho, chic, punk, rock, princess, decide, today, shany, powder, blush, help, powder, blush, comes, range, beautiful, colors, skin, tones, moods, shades, touch, glow, create, beautifully, glamorous, professional, contoured, looks, applied, shany, angled, kabuki, brush, long, lasting, blush, glide, smoothly, feel, like, high, quality, formulation, paraben, free, powder, blush, princess, shany, silky, textured, blushes, creates, natural, glow, instant, pop, color, simple, sweep, cheeks, long, lasting, hd, paraben, free, powder, formula, great, travel, makeup, designed, manufactured, tested, animals, hd, powder, blush, great, skin, types, tones, pick, color, right, cheeks, 29, colors"
